filename,label,prediction
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_154_2_d58178fa3cb0453c9665c7b8033df60f.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_357_5_c9ad824fe4c94e409de3b0a366821ccc.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_547_1_ecc1a8bf06254bb187cbf0c9e2861803.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_170_2_5ef7982122f44a5f921684bf85dcc05a.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_414_4_537bf4386bd2414e9afe317e6eb8c466.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_151_3_75b0f1e4a1de4dfd960eaa771ae7d4c2.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_255_2_9967bbd76940408cb9b6d3b0199d460b.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_347_1_38a43fc096ec4202aba674d4a5454c02.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_103_4_ca7ebd4901e24294be5de32046ab98d4.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_392_3_908098dfc5244086846c77f23b10139a.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_438_5_c122574c1761470a9da385568059d623.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_009_2_3ed2003b3e054f5eb718230958580857.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_230_5_8e644d0e8fe442799b87d55d0b53efae.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_319_1_94a5d7cd4c0d4ae2be52a52bf338f139.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_419_6_fa12a3c7b8ac459db91f4619bcf9e53a.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_039_1_495ee93082a0421598d377f39e512c53.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_434_2_9acad44a504c4cd4a531e82059ea746d.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_497_6_9b414fdab7f345579a37fb3f6a801f5f.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_076_6_018dd675e93c4887878bfe87a9a6e1a7.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_542_2_6b91b9f111d5421d986dcffd2e6a6a22.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_490_2_7391c107abf0464e97cdad15c0e6aa0b.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_155_4_e0e5c2cfad364386b503cf6f4fc7591d.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_270_2_33420b3efcca4e838cc6ffeed9cd3a61.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_464_5_9b99bd9cedb14e438ee2fcf0e06c255b.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_075_5_01f6a7dad93a42ec9651742913aa93c5.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_034_3_8c59c5582edd41b9b73e6046fd48f748.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_516_4_c06d0770bdc24621801bafcd9b0f394e.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_056_1_067c4aa08b0043db916e11a1c05dafed.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_138_2_1b53e81dd4a149569c035316e3f1ac52.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_440_3_ccce2900b56044ef80b896aba12afddf.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_580_3_8fa64617f81c4b25a318a4e546722995.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_348_1_645d1731bec549d1835728e1c770a1d1.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_457_4_c7b7b220c124477585b9dc14979cf56c.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_035_1_3e2fbe26f83a47848800cf7341497864.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_166_4_0f7dee3a7ef44d61a6c1b3d23c1d4963.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_254_6_16975f736b1e4ca79781839cdb1ed7ac.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_575_3_5f5a6de6204847d78863ecf9d7338e85.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_002_1_ae869ec5660e4ffcbbb4eb7d8be02f34.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_308_1_5fbc9e3efc844709ad4235d25758ea23.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_233_6_ea4bd2986985461d9afeb0d8a40850f9.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_143_5_f727115dcf0d4021b53d204733f90780.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_056_3_bffe9f6d182f472ab3ee93f3dce4517a.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_451_6_9c33fc59f7954530bb6ac66ff75dd914.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_556_1_f8fa6922654241e9a5795e52f41dd529.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_128_6_31b9304fcf3d4f0f9b20b67570881366.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_020_4_201d16f0d37c463b831b4b1c368aac47.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_202_1_04ccf9abc795450e9d10bf56b749f0c4.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_427_6_ea9b4b9dfa124640b9c0a0baab0642ac.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_182_4_8ac41425b0ae4c6d9fa2622bf9cfda8e.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_020_3_1bd9fc1506624f67ba4769d3c41effed.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_252_5_7b4b5ad4aeed4e3bbbd007994043d8f3.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_287_3_691f8f39ddaa4493be1bba129d7efaba.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_010_1_794f492d4f7d4e3c8bc6842858f231b3.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_484_2_ef6c25d4c96b40d1aa229b6b6bec4c60.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_358_3_5149344de2b640688e6df971faa110d4.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_358_5_24937886a6fd4909ab4feeab839b1781.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_037_5_b4a6cd1530674a2aa9f810c245fbfdb9.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_058_5_17080aa6061f4ecfba233b0a7d4a5185.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_372_6_e5cc36be99ac485c93fb89a3d787c760.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_290_1_1d177098315b44a6988c669b5620744e.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_151_2_b18da4d390fe4835b6cb258cc34079cd.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_437_6_93a3d7a6ed524700bfea5e8c3dba8ee8.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_141_3_d71d53ab071b423593ee95657b45dc6f.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_005_6_026e555cd0754c2c8cb8fa9c586746f9.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_579_3_d1fa221b467343cdb90a5368c1f8339c.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_322_2_94ef431184534f93aba1186e89e3411e.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_493_4_a5267f04f2514262926c405d587ebff8.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_004_3_e3978125fc7145f082980a55c6601604.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_156_6_35979f28e5eb4e8389ac5324595c4799.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_207_5_0190a935607a4ba2a617b4a37305382d.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_023_3_36df4154ee03455a9da71418c8597d90.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_291_2_502b8931361b4e378114bbbd2325f5c7.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_409_2_e8956b4cd904421c8cb950a1344718d2.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_518_5_4766c1d850e24c72bf700caa29935f56.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_417_6_943c29bf566440448f69f7fb4df0248d.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_469_1_9f6a666fe77b4b968f4130da9e0f84a0.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_422_2_2415a4071e6a419ead5e809a04b19111.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_325_1_6b55c43cfec04fad88589df3020132e8.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_106_3_77e314c59b344a63ab303297b1c64e60.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_420_3_b72eb829a02f4a2b9ce3671a6afaa72c.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_376_5_9791870d9a624014b9dfa133adeab977.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_587_3_da6cbeae428d43c3b18c9e1b02d39bdf.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_132_4_4648f4e5baa9460f955a5164b661b212.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_278_4_9133bb70416946809123e74d790ecf9a.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_059_5_add43837a29f43339d7ed86423ff8406.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_422_6_e7bcc9fb3ad84be7991c15c6595fb371.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_092_4_0064df7e4d62467cb250770633609543.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_065_6_f9c99b731cf54e15a7d46947359b01fd.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_301_5_bb034979253c41ea8d15501c5040ed79.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_386_5_4e6378e6e0ab49eebb49f8a1db92e1d2.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_330_1_0b23ee5018764117ad041435458d0fbc.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_087_1_f0f4f0ac5ef84f30bd427b7f5c9f86d3.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_492_1_381ecdf2d3f946e89ed6ca314dab3528.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_578_4_7534412549c04757a114713a2c956f1b.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_342_6_28cb304f328949a0ae6cb8cbedd82928.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_422_5_b637300d5161411bae25d456eecef6d2.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_319_2_fdbf11fc7d13478685661ba90951a514.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_377_1_6f47197f283a4b87bc1587bff401f410.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_313_5_ce94a078abf24e90a34c7ab0043f38cd.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_146_3_fb4f5bd04ca94436a0c38b7c151dc3a7.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_311_5_fb76c19917d84fe0a9f7d1196c81f15c.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_426_6_b61d0750b7c04f19949f8d98ed820290.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_197_4_20d2e1674c9b4a4ebf6e59a4084f7fea.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_275_4_18b17449559f4c2fbcc5a7d1e0368c32.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_558_2_b7970dda484b4b7b8baa41284f7bba92.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_158_3_c88b3e56b5dc41f3b3942dbe6001eadd.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_092_5_7e851c20e2c3445ca38b56ab1b014d92.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_077_2_5829d9c77b2e4b8d8f731fc8135eda41.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_560_3_459dafdd0a914b52aed996024a5852cc.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_119_1_517f6be9ad844feb86e92d0c7e97675f.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_347_2_fba88a94ce3d47be8de67350fa2b1f15.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_020_5_2b6a78ef427343069314ae4a68c24adb.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_283_4_49a52b4641fa4cd4b12e418561e67074.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_398_4_729bcc6296e546d58f0368a95650d3e4.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_029_2_8f33f277d653430492701995cd0ccf20.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_520_5_a507de9abfc64e2894ef85a71572bffb.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_360_3_88183d3a877042e6b565cf8e1b61fa0d.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_241_4_3b04f2805254404681784ce12cff7552.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_328_3_60d9a7a165414cb485bdc6f6a320ecda.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_136_5_a9723877db674b089042fd092f5681dc.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_337_5_ce3ef9016d564d9587b9933073ef6a84.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_440_2_df3ccd937c6d41c8849f175600ef7b18.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_142_4_21cb16033a5740bc9080a40ef19062ca.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_467_2_10ad8c88f54c4fc0a1c726f8edd518cf.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_441_4_26cd7f176cb14eb1a7107bca3347402c.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_116_5_72d60fb99efa45e8a9698b87b1bf6665.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_568_3_720d91287b6a46cb8c51571768b6e789.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_391_4_aee8099a630f4ba4a9b7e6c397c45778.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_476_2_58713d31cb7e4df38ec1b3c7716267b8.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_450_6_15c3cf6e54864d0ba5933c49d9436802.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_122_4_6803aedb858343b2a6102c92010b95f2.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_142_3_5ef17c97ba0c46e084edf792caabebe1.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_439_6_9eb06756a6d1448097c8b2337f565880.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_035_5_54243b1445ca4a018599c79bf46909ea.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_578_6_155f063e8a7040ec96fd7d6e5229a6f9.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_008_3_8e1a0026af654a1db855e11a0ee84ea3.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_002_2_c72707bb14ca411092f43cb894297cba.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_458_1_9477cfc4e6294c06b7f420f3ca8c10fb.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_078_3_a416588b1ea140be8de300c933084b9e.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_324_2_beee2aaa23754a7aa7d9fe773959a499.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_203_2_1c0d4326b6a04d5fa7536c81fd803c91.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_295_4_9b646ed2e55c4d4b8cdfe47e15354856.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_125_1_7704d1dd68dd46f2a835dbebfb07e1eb.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_468_6_f67d907f52ba4f708348dc0d622fb246.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_004_6_37e654f3832e4cc0baf2580a09cd3862.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_064_3_97b3a83ad8024e1193175d045bf0b42b.jpg,fake,fake
/kaggle/input/noteshieldbd-bangladeshi-banknote-authentication/train/fake/note_193_3_25cacc6237704c85ab85b3541a595c14.jpg,fake,fake
